AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,REG_CITY_NOT_LIVE_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_16,NAME_CONTRACT_TYPE_Cash loans,CODE_GENDER_F,FLAG_OWN_CAR_N,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,ORGANIZATION_TYPE_Bank,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE_Self-employed,WALLSMATERIAL_MODE_Panel,bureau_CREDIT_TYPE_Mortgage_mean,bureau_CREDIT_TYPE_Microloan_mean,bureau_CREDIT_TYPE_Car loan_mean,bureau_CREDIT_ACTIVE_Active_mean,bureau_CREDIT_ACTIVE_Active_sum,bureau_DAYS_ENDDATE_FACT_max,bureau_DAYS_CREDIT_max,bureau_DAYS_CREDIT_ENDDATE_sum,bureau_DAYS_CREDIT_ENDDATE_max,bureau_AMT_CREDIT_SUM_mean,bureau_AMT_CREDIT_SUM_sum,bureau_AMT_CREDIT_MAX_OVERDUE_mean,client_bureau_balance_STATUS_1_mean_min,client_cash_AMT_RECIVABLE_min_min,client_cash_AMT_DRAWINGS_ATM_CURRENT_count_min,client_cash_AMT_INST_MIN_REGULARITY_mean_min,client_cash_AMT_INST_MIN_REGULARITY_max_min,client_cash_AMT_PAYMENT_TOTAL_CURRENT_max_min,client_installments_DAYS_ENTRY_PAYMENT_min_min,client_installments_DAYS_ENTRY_PAYMENT_min_mean,client_installments_NUM_INSTALMENT_VERSION_mean_mean,client_installments_NUM_INSTALMENT_VERSION_mean_max,client_installments_NUM_INSTALMENT_VERSION_max_mean,client_installments_NUM_INSTALMENT_NUMBER_mean_mean,client_installments_AMT_PAYMENT_min_min,client_installments_AMT_INSTALMENT_min_min,client_installments_AMT_PAYMENT_min_mean,client_installments_AMT_PAYMENT_min_max,client_installments_AMT_PAYMENT_mean_mean,client_installments_AMT_PAYMENT_max_mean,client_installments_AMT_PAYMENT_sum_mean,client_installments_AMT_PAYMENT_min_sum,client_installments_AMT_PAYMENT_mean_sum,client_installments_AMT_PAYMENT_max_sum,client_installments_CNT_INSTALMENT_FUTURE_min_max,client_installments_CNT_INSTALMENT_FUTURE_mean_mean,client_installments_CNT_INSTALMENT_FUTURE_sum_min,client_installments_DAYS_LAST_DUE_mean_max,client_installments_DAYS_LAST_DUE_1ST_VERSION_mean_max,client_installments_DAYS_LAST_DUE_1ST_VERSION_sum_max,client_installments_CHANNEL_TYPE_Channel of corporate sales_sum_mean,client_installments_CODE_REJECT_REASON_HC_sum_mean,client_installments_PRODUCT_COMBINATION_Cash Street: low_sum_mean,client_installments_NAME_YIELD_GROUP_low_action_sum_mean,client_installments_PRODUCT_COMBINATION_Cash Street: high_sum_mean,client_installments_NAME_PRODUCT_TYPE_walk-in_sum_mean,client_installments_PRODUCT_COMBINATION_Cash X-Sell: high_sum_mean,client_installments_NAME_CONTRACT_STATUS_Refused_sum_mean,client_installments_NAME_GOODS_CATEGORY_Furniture_sum_mean,client_installments_PRODUCT_COMBINATION_POS industry with interest_sum_mean,client_installments_PRODUCT_COMBINATION_Cash X-Sell: low_sum_mean,client_installments_NAME_CLIENT_TYPE_New_sum_mean,client_installments_NAME_YIELD_GROUP_low_normal_sum_mean,client_installments_RATE_DOWN_PAYMENT_mean_mean,client_installments_RATE_DOWN_PAYMENT_sum_max,client_installments_RATE_DOWN_PAYMENT_sum_sum,client_installments_NAME_YIELD_GROUP_high_sum_mean,client_installments_NAME_SELLER_INDUSTRY_Connectivity_sum_mean,client_installments_DAYS_TERMINATION_count_mean,client_installments_CNT_PAYMENT_mean_mean,client_installments_CNT_PAYMENT_sum_max,client_installments_HOUR_APPR_PROCESS_START_mean_mean,client_installments_HOUR_APPR_PROCESS_START_mean_max,client_installments_AMT_DOWN_PAYMENT_sum_sum,SK_ID_CURR,TARGET
135000.0,481495.5,35370.0,0.02461,-14772,-3102.0,-1616.0,-3471,9.0,False,0.6055676999999999,0.6124934,0.5884878000000001,,,,0.0,False,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-332.0,-455.0,-839.0,-332.0,63794.25,127588.5,,,,,,,,-387.0,-387.0,1.0,1.0,1.0,6.5,41867.64,41867.64,41867.64,41867.64,41901.918,41905.035,502823.03,502411.7,502823.0,502860.44,1.0,6.5,78.0,-48.0,-48.0,-48.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,12.0,12.0,10.0,10.0,0.0,160919,True
360000.0,1183963.5,34749.0,0.018029,-15490,-2406.0,-236.0,-4115,12.0,False,,0.5082616,0.4382814,0.9846,0.3333,0.0417,-529.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.5,0.0,0.0,1.0,2.0,,-306.0,2859.0,2859.0,225000.0,225000.0,,,,,,,,-508.0,-508.0,1.1666666,1.1666666,2.0,3.5,23631.75,23631.75,23631.75,23631.75,23631.75,23631.75,118158.75,141790.5,141790.5,141790.5,0.0,28.714285,201.0,-328.0,572.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10890909,0.10890909,0.10890909,0.0,0.0,1.0,36.0,36.0,12.0,12.0,0.0,270465,False
157500.0,824823.0,24246.0,0.022625,-14364,-4946.0,-5025.0,-5292,,False,,0.19426645,0.50107515,,,,0.0,True,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,6.0,-695.0,-636.0,-6005.0,1111.0,77844.87,934138.44,0.0,,,,,,,-1459.0,-1304.7778,1.0,1.0,1.0,6.3888888888888875,5671.8,5671.8,6570.3896,6827.13,6615.968000000002,6619.66,80012.266,118267.016,119087.414,119153.88,0.0,5.75,10.0,-665.0,-665.0,-665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.15905738,0.2179654,0.31811476,0.5,1.0,1.0,9.0,14.0,13.0,15.0,12080.25,448194,False
135000.0,643500.0,35037.0,0.025164,-9068,-404.0,-191.0,-1750,,True,0.23388414,0.4347031,0.31236538,0.9786,0.1667,0.2083,-81.0,True,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.25,1.0,-188.0,-567.0,-266.0,500.0,141525.0,566100.0,0.0,,0.0,15.0,251.295,2289.375,27.045,-1220.0,-700.0,0.76,2.0,1.0,5.3,27.045,27.045,5968.456,30252.645,7768.7227,25019.428,40721.688,250675.16,326286.34,1050816.0,11.0,9.571428,12.0,-60.0,429.0,429.0,0.0,0.0,0.0,0.09090909090909093,0.0,0.2727272727272727,0.18181818181818185,0.2727272727272727,0.0,0.09090909090909093,0.0,0.09090909090909093,0.09090909090909093,0.052579775,0.10899218,0.21031910000000004,0.18181818181818185,0.0,0.6363636363636364,9.4,36.0,13.545454545454545,17.0,8797.5,201361,True
67500.0,148140.0,8631.0,0.019101,-14278,-137.0,-3590.0,-4685,,False,0.62810117,0.5418729,0.58499,,,,-1744.0,True,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-391.0,-542.0,-391.0,-391.0,65870.77,65870.77,0.0,0.0,,,,,,-2758.0,-2201.5,1.0,1.0,1.0,4.500000000000002,246.105,3609.945,1255.257,3609.945,2986.3665,4411.8584,33101.254,25105.14,59727.33,88237.17,0.0,1.1875,21.0,-737.0,-737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.10914862,0.21825469,0.4365945,1.0,0.25,0.5,11.0,18.0,12.0,14.0,14400.0,404554,
450000.0,,72607.5,0.032561,-12968,-1610.0,-388.0,-331,4.0,False,0.7013566999999999,0.6981073,0.3457848,,,,-283.0,True,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.3333333333333333,0.6666666666666666,2.0,-116.0,-92.0,1274.0,1004.0,225000.0,225000.0,,0.0,,,,,,-264.0,-264.0,1.25,1.25,2.0,2.5,9098.64,9098.64,9098.64,9098.64,9098.64,9098.64,27295.918,36394.56,36394.56,36394.56,0.0,18.0,90.0,-162.0,438.0,438.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,20.0,20.0,0.0,257255,
90000.0,625536.0,32067.0,0.018209,-14373,-3656.0,-3900.0,-5045,5.0,False,0.72596914,0.17117804,0.21640296,,,,-1094.0,True,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,-875.0,-210.0,-645.0,156.0,350958.5,1052875.5,0.0,0.0,,,,,,-1065.0,-1065.0,1.25,1.25,2.0,2.5,14713.515,14713.515,14713.515,14713.515,14713.515,14713.515,44140.543,58854.06,58854.06,58854.06,0.0,6.8,34.0,-973.0,-793.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.25,0.25,0.10890909,0.10890909,0.10890909,0.0,0.0,0.25,3.3333333,10.0,9.25,10.0,14715.0,367727,
436500.0,1971072.0,68643.0,0.016612000000000002,-16830,-1081.0,-5180.0,-359,,False,0.6677533,0.16354868,0.7862666,,,,0.0,True,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-1977.0,-2343.0,-4543.0,-1976.0,55867.5,111735.0,0.0,0.0,,,,,,-2669.0,-2398.375,1.25,2.0,2.0,3.625,7436.115,7436.115,7436.115,7436.115,10439.106,28457.055,63939.53,52052.805,73073.74,199199.38,0.0,2.6818182,1.0,-501.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.10890909,0.10890909,0.10890909,0.0,0.0,1.0,17.0,24.0,13.0,15.0,0.0,249712,True
207000.0,781920.0,40054.5,0.031329,-23701,-6933.0,-226.0,-4094,,False,,0.38489756,0.31547216,0.9727,0.1667,0.2083,-2753.0,True,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.5,5.0,-1137.0,-9.0,-8584.0,592.0,134496.0,1344960.0,0.0,0.0,,,,,,-2728.0,-2728.0,1.25,1.25,2.0,2.5,5110.02,5110.02,5110.02,5110.02,7583.569,15004.215,30334.275,20440.08,30334.275,60016.86,0.0,2.0,10.0,-2632.0,-2572.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.05213085,0.1042617,0.1042617,0.0,0.5,0.5,15.0,24.0,18.0,19.0,2695.5,320941,False
108000.0,598500.0,23319.0,0.030755,-15471,-1122.0,-7773.0,-4017,,False,0.26946434,0.7276509,0.40487838,0.9811,0.1667,,-1024.0,True,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.5714285714285714,4.0,-196.0,-318.0,-1231.0,1039.0,199514.95,1396604.8,0.0,,,,,,,-1004.0,-654.60315,1.0158731,1.25,1.0634921,9.063492063492065,4383.0,4383.0,7381.1123,11044.485,10130.608,11673.01,171602.47,465010.06,638228.4,735399.6,20.0,15.145672,46.0,-57.0,566.0,566.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.024876272,0.09950509,0.09950509,0.0,0.14285714285714285,0.42857142857142855,18.0,36.0,14.857142857142858,18.0,4342.5,297260,True
